,misc_price_min,misc_price_max,display_size,battery,memory_ram_gb,memory_rom_gb,main_camera_resolution,selfie_camera_resolution,display_resolution,network_technology,num_main_camera,has_oled_display,has_memory_card_slot,has_stereo_speakers,has_3.5mm_jack,has_wlan_5ghz,has_nfc,has_wireless_charging,is_waterproof
314,40.0,215.0,6.36,4000.0,3.0,32.0,17.0,13.0,FHD,4G,2.0,0,1,0,1,1,0,0,0
1861,40.0,215.0,5.5,3000.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1339,40.0,215.0,5.5,3340.0,1.0,32.0,17.0,13.0,FHD,4G,2.0,0,1,0,1,0,1,0,1
664,215.0,420.0,5.7,3000.0,4.0,64.0,13.0,9.0,FHD,4G,1.0,0,0,0,1,0,0,0,0
918,40.0,215.0,5.5,3000.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
696,215.0,420.0,6.1,3000.0,4.0,32.0,17.0,9.0,QHD,4G,1.0,0,1,0,1,1,1,1,1
184,215.0,420.0,5.99,4000.0,4.0,64.0,13.0,9.0,FHD,4G,2.0,0,1,0,1,1,0,0,0
1549,215.0,420.0,5.09,2900.0,4.0,64.0,12.0,9.0,QHD,4G,1.0,1,0,0,1,1,1,0,0
1228,215.0,420.0,4.7,3000.0,1.0,16.0,9.0,3.0,qHD,4G,1.0,0,1,0,1,0,1,0,1
1098,215.0,420.0,4.8,2300.0,1.0,8.0,9.0,2.0,qHD,3G,1.0,0,1,0,1,1,1,0,0
1429,40.0,215.0,5.65,3100.0,3.0,32.0,12.0,9.0,FHD,4G,2.0,0,1,0,1,1,1,0,0
330,215.0,420.0,5.5,3500.0,6.0,64.0,3.0,16.0,FHD,4G,1.0,0,0,1,0,1,1,0,0
1076,215.0,420.0,5.5,4000.0,3.0,32.0,17.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
645,215.0,420.0,5.5,3000.0,4.0,32.0,13.0,16.0,HD,4G,1.0,0,1,0,1,0,0,0,0
1095,215.0,420.0,5.5,3100.0,1.0,8.0,9.0,2.0,qHD,3G,1.0,0,1,0,0,0,1,0,0
1031,40.0,215.0,5.5,3000.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1832,215.0,420.0,5.5,3000.0,2.0,16.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,1,0,0
1109,40.0,215.0,6.3,3300.0,4.0,64.0,17.0,16.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
1629,40.0,215.0,5.0,2800.0,3.0,16.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
584,215.0,420.0,5.2,3000.0,2.0,16.0,13.0,13.0,HD,4G,1.0,1,1,0,1,1,1,0,0
713,40.0,215.0,5.5,3000.0,1.0,32.0,17.0,9.0,FHD,4G,1.0,0,1,0,1,0,1,0,0
102,215.0,420.0,6.39,4000.0,6.0,64.0,49.0,20.0,FHD,4G,3.0,1,0,0,1,1,1,0,0
569,40.0,215.0,5.0,2300.0,2.0,16.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1010,215.0,420.0,4.7,3000.0,1.0,16.0,9.0,3.0,qHD,4G,1.0,0,1,0,1,0,1,0,1
114,40.0,215.0,6.53,4000.0,4.0,64.0,49.0,16.0,FHD,4G,2.0,0,1,0,1,1,0,0,0
120,215.0,420.0,5.5,3000.0,2.0,4.0,13.0,4.0,FHD,4G,1.0,0,1,0,0,0,0,0,1
1890,40.0,215.0,6.59,4000.0,4.0,128.0,49.0,16.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
1337,215.0,420.0,5.1,3000.0,4.0,32.0,12.0,6.0,QHD,4G,1.0,1,1,0,1,1,1,1,1
1068,215.0,420.0,5.5,6000.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
656,215.0,420.0,5.5,3450.0,4.0,32.0,13.0,9.0,QHD,4G,1.0,1,0,0,1,1,1,0,1
744,215.0,420.0,6.0,3000.0,1.0,16.0,9.0,3.0,HD,3G,1.0,0,1,1,1,0,0,0,0
1310,40.0,215.0,6.35,5000.0,4.0,64.0,13.0,9.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
914,215.0,420.0,7.0,5000.0,2.0,16.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1266,215.0,420.0,5.5,3000.0,4.0,32.0,17.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1534,215.0,420.0,5.0,2500.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
897,215.0,420.0,5.0,2540.0,1.0,8.0,9.0,3.0,HD,4G,1.0,0,1,0,1,1,1,0,0
125,40.0,215.0,6.5,4000.0,4.0,128.0,49.0,2.0,qHD,4G,2.0,0,1,0,1,1,1,0,0
69,215.0,420.0,5.3,4000.0,3.0,32.0,13.0,20.0,HD,4G,1.0,0,1,0,1,0,0,0,0
1780,215.0,420.0,5.0,2500.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
88,215.0,420.0,6.21,3400.0,3.0,32.0,13.0,16.0,FHD,4G,2.0,0,1,0,1,1,1,0,0
986,215.0,420.0,5.0,1700.0,2.0,16.0,13.0,2.0,qHD,4G,1.0,0,1,0,1,0,1,0,0
339,215.0,420.0,5.0,2500.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
446,215.0,420.0,5.5,3300.0,4.0,4.0,12.0,9.0,FHD,4G,2.0,0,0,1,1,1,1,0,0
1360,40.0,215.0,5.0,2300.0,2.0,16.0,13.0,9.0,HD,4G,1.0,0,1,0,1,1,1,0,0
1038,215.0,420.0,5.0,2540.0,1.0,8.0,9.0,3.0,HD,4G,1.0,0,1,0,1,1,1,0,0
1205,215.0,420.0,5.7,3000.0,3.0,32.0,13.0,16.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1150,215.0,420.0,4.7,1810.0,1.0,16.0,9.0,3.0,HD,4G,1.0,0,0,0,1,1,1,0,0
1516,215.0,420.0,6.38,4500.0,6.0,64.0,12.0,13.0,FHD,4G,3.0,1,0,0,1,1,0,0,0
141,40.0,215.0,6.5,4300.0,4.0,64.0,49.0,16.0,QHD,4G,4.0,0,1,0,1,1,0,0,0
535,40.0,215.0,5.2,3100.0,3.0,32.0,12.0,9.0,HD,4G,1.0,0,1,0,1,1,1,0,0
218,40.0,215.0,6.3,4035.0,4.0,64.0,49.0,16.0,FHD,4G,4.0,0,1,0,1,1,0,0,0
1545,40.0,215.0,5.5,3000.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
583,40.0,215.0,5.65,3100.0,3.0,32.0,12.0,9.0,FHD,4G,2.0,0,1,0,1,1,1,0,0
1002,40.0,215.0,5.5,3000.0,2.0,16.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,0,1,0,0
1162,215.0,420.0,5.1,3000.0,4.0,32.0,12.0,6.0,QHD,4G,1.0,1,1,0,1,1,1,1,1
1741,215.0,420.0,6.0,3000.0,1.0,16.0,9.0,3.0,HD,3G,1.0,0,1,1,1,0,0,0,0
214,40.0,215.0,6.5,4300.0,4.0,64.0,49.0,16.0,QHD,4G,4.0,0,1,0,1,1,0,0,0
1117,215.0,420.0,7.0,5000.0,2.0,16.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1585,40.0,215.0,6.26,4000.0,3.0,32.0,12.0,20.0,FHD,4G,2.0,0,1,0,1,1,0,0,0
777,40.0,215.0,6.59,4000.0,4.0,64.0,17.0,16.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
1571,215.0,420.0,6.38,4500.0,1.0,64.0,49.0,16.0,FHD,4G,3.0,1,0,0,0,1,0,0,0
1668,40.0,215.0,5.5,3000.0,4.0,64.0,13.0,13.0,FHD,4G,2.0,0,1,0,1,0,0,0,0
489,215.0,420.0,5.2,3000.0,4.0,32.0,23.0,9.0,QHD,4G,1.0,1,1,0,1,1,0,0,0
1691,40.0,215.0,5.5,5000.0,3.0,32.0,13.0,13.0,FHD,4G,1.0,0,1,0,1,0,0,0,0
1735,215.0,420.0,5.0,2540.0,1.0,8.0,9.0,3.0,HD,4G,1.0,0,1,0,1,1,1,0,0
1016,215.0,420.0,4.7,2040.0,1.0,8.0,9.0,3.0,qHD,4G,1.0,0,1,1,1,0,1,0,0
359,215.0,420.0,5.5,3000.0,4.0,32.0,13.0,16.0,HD,4G,1.0,0,1,0,1,0,0,0,0
636,40.0,215.0,5.5,3000.0,4.0,64.0,13.0,13.0,FHD,4G,2.0,0,1,0,1,0,0,0,0
1383,215.0,420.0,5.0,2600.0,1.5,8.0,9.0,3.0,HD,4G,1.0,1,1,0,1,0,1,0,0
1648,215.0,420.0,5.0,2600.0,1.5,8.0,9.0,3.0,HD,4G,1.0,1,1,0,1,0,1,0,0
1006,215.0,420.0,5.0,2540.0,1.0,8.0,9.0,3.0,HD,4G,1.0,0,1,0,1,1,1,0,0
778,40.0,215.0,6.3,3300.0,4.0,64.0,17.0,16.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
418,215.0,420.0,4.7,2040.0,1.0,8.0,9.0,3.0,qHD,4G,1.0,0,1,1,1,0,1,0,0
754,215.0,420.0,4.8,2300.0,1.0,8.0,9.0,2.0,qHD,3G,1.0,0,1,0,1,1,1,0,0
1140,215.0,420.0,5.5,3000.0,2.0,16.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,1,0,0
1120,40.0,215.0,6.2,4000.0,4.0,64.0,17.0,9.0,FHD,4G,2.0,0,1,0,1,0,0,0,0
978,40.0,215.0,5.5,3000.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1812,215.0,420.0,5.3,4000.0,3.0,32.0,13.0,20.0,HD,4G,1.0,0,1,0,1,0,0,0,0
68,215.0,420.0,6.4,4050.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
850,215.0,420.0,5.0,2540.0,1.0,8.0,9.0,3.0,HD,4G,1.0,0,1,0,1,1,1,0,0
1509,40.0,215.0,6.3,3300.0,4.0,64.0,17.0,16.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
289,215.0,420.0,6.2,4000.0,6.0,64.0,49.0,16.0,FHD,4G,3.0,1,0,0,1,1,0,0,0
1716,215.0,420.0,5.0,2600.0,2.0,16.0,13.0,6.0,FHD,4G,1.0,0,1,1,1,1,0,0,0
240,215.0,420.0,6.4,4050.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1104,215.0,420.0,6.0,3000.0,1.0,16.0,9.0,3.0,HD,3G,1.0,0,1,1,1,0,0,0,0
932,215.0,420.0,5.0,2540.0,1.0,8.0,9.0,3.0,HD,4G,1.0,0,1,0,1,1,1,0,0
618,215.0,420.0,5.5,2600.0,2.0,16.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,1,0,0
304,215.0,420.0,6.4,4050.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
801,215.0,420.0,5.5,3000.0,2.0,16.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,1,0,0
210,215.0,420.0,7.12,5000.0,4.0,128.0,17.0,9.0,FHD,4G,2.0,0,1,0,1,0,0,0,0
785,215.0,420.0,6.39,4000.0,6.0,64.0,49.0,20.0,FHD,4G,3.0,1,0,0,1,1,1,0,0
1367,215.0,420.0,7.0,3200.0,1.5,16.0,9.0,3.0,HD,4G,1.0,0,1,0,1,0,1,0,0
922,215.0,420.0,6.0,3000.0,1.0,16.0,9.0,3.0,HD,3G,1.0,0,1,1,1,0,0,0,0
161,215.0,420.0,5.5,3060.0,2.0,32.0,13.0,2.0,FHD,4G,1.0,0,1,0,1,0,0,0,0
973,215.0,420.0,5.0,2150.0,1.5,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,1,0,0
686,215.0,420.0,5.2,2700.0,2.0,16.0,13.0,9.0,FHD,4G,1.0,1,0,0,1,0,0,0,0
861,215.0,420.0,6.0,3000.0,1.0,16.0,9.0,3.0,HD,3G,1.0,0,1,1,1,0,0,0,0
211,40.0,215.0,6.53,4000.0,4.0,64.0,13.0,16.0,FHD,4G,4.0,0,1,0,1,1,0,0,0
570,215.0,420.0,5.0,2540.0,1.0,8.0,9.0,3.0,HD,4G,1.0,0,1,0,1,1,1,0,0
1042,215.0,420.0,5.09,2900.0,4.0,64.0,12.0,9.0,QHD,4G,1.0,1,0,0,1,1,1,0,0
1718,215.0,420.0,4.7,2040.0,1.0,8.0,9.0,3.0,qHD,4G,1.0,0,1,1,1,0,1,0,0
268,215.0,420.0,6.39,4000.0,6.0,64.0,49.0,20.0,FHD,4G,3.0,1,0,0,1,1,1,0,0
1079,215.0,420.0,6.0,3000.0,1.0,16.0,9.0,3.0,HD,3G,1.0,0,1,1,1,0,0,0,0
329,215.0,420.0,6.3,3500.0,4.0,128.0,12.0,13.0,QHD,4G,3.0,0,1,0,1,1,1,0,1
1802,40.0,215.0,5.0,2800.0,2.0,16.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1572,215.0,420.0,5.3,4000.0,3.0,32.0,13.0,20.0,HD,4G,1.0,0,1,0,1,0,0,0,0
1660,40.0,215.0,6.21,3400.0,4.0,64.0,24.0,9.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
1040,215.0,420.0,5.0,3100.0,3.0,16.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,1,0,0
119,215.0,420.0,5.9,3000.0,4.0,64.0,13.0,9.0,HD,4G,2.0,0,1,0,1,1,1,0,1
615,40.0,215.0,5.5,3080.0,4.0,64.0,12.0,6.0,FHD,4G,2.0,0,1,0,1,1,0,0,0
1870,40.0,215.0,6.09,3200.0,3.0,32.0,17.0,6.0,FHD,4G,1.0,0,1,0,1,0,0,0,0
987,215.0,420.0,5.0,2600.0,1.5,8.0,9.0,3.0,HD,4G,1.0,1,1,0,1,0,1,0,0
1425,40.0,215.0,5.65,3100.0,3.0,32.0,12.0,9.0,FHD,4G,2.0,0,1,0,1,1,1,0,0
800,215.0,420.0,5.5,6000.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
1686,215.0,420.0,5.0,2500.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
588,215.0,420.0,5.0,2800.0,2.0,16.0,13.0,6.0,HD,4G,1.0,0,1,0,1,1,1,0,1
74,40.0,215.0,6.59,4000.0,4.0,64.0,17.0,16.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
1023,215.0,420.0,5.65,3100.0,4.0,64.0,12.0,9.0,FHD,4G,2.0,0,1,0,1,1,1,0,0
1428,40.0,215.0,6.3,3300.0,4.0,64.0,17.0,16.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
338,215.0,420.0,6.4,4050.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1394,40.0,215.0,4.2,1700.0,1.0,32.0,3.0,6.0,FHD,4G,1.0,0,0,0,1,1,0,0,1
309,215.0,420.0,6.3,3500.0,4.0,128.0,12.0,13.0,QHD,4G,3.0,0,1,0,1,1,1,0,1
501,215.0,420.0,5.5,6020.0,3.0,32.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
87,215.0,420.0,7.0,3200.0,1.5,16.0,9.0,3.0,HD,4G,1.0,0,1,0,1,1,1,0,0
1458,40.0,215.0,5.2,3000.0,4.0,32.0,17.0,9.0,FHD,4G,1.0,0,1,0,1,0,0,0,0
1341,215.0,420.0,4.3,2000.0,1.0,8.0,9.0,2.0,qHD,4G,1.0,1,1,0,1,1,0,0,1
767,215.0,420.0,5.3,4000.0,3.0,32.0,13.0,20.0,HD,4G,1.0,0,1,0,1,0,0,0,0
1751,215.0,420.0,6.0,3000.0,1.0,16.0,9.0,3.0,HD,3G,1.0,0,1,1,1,0,0,0,0
1745,215.0,420.0,6.0,3000.0,1.0,16.0,9.0,3.0,HD,3G,1.0,0,1,1,1,0,0,0,0
542,215.0,420.0,5.5,6000.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
862,215.0,420.0,5.0,2300.0,1.0,16.0,13.0,6.0,FHD,3G,1.0,0,1,0,1,0,1,0,0
1482,40.0,215.0,6.0,3300.0,1.0,8.0,13.0,6.0,HD,4G,1.0,0,1,0,1,1,0,0,0
1771,215.0,420.0,5.0,2500.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
855,215.0,420.0,5.0,2500.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
1664,215.0,420.0,5.84,3000.0,4.0,32.0,17.0,16.0,FHD,4G,2.0,0,1,0,1,1,1,0,0
1053,40.0,215.0,5.0,2800.0,3.0,32.0,3.0,6.0,qHD,4G,1.0,0,0,0,1,1,1,0,0
746,40.0,215.0,5.5,2600.0,1.0,16.0,13.0,9.0,HD,3G,1.0,0,1,1,1,0,0,0,0
1326,215.0,420.0,6.0,4100.0,2.0,16.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,1,0,0
659,215.0,420.0,5.5,3450.0,4.0,32.0,13.0,9.0,QHD,4G,1.0,1,0,0,1,1,1,0,1
287,215.0,420.0,6.89,4500.0,8.0,128.0,64.0,16.0,FHD,4G,3.0,1,0,0,1,1,0,0,0
1773,215.0,420.0,5.0,2500.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
545,215.0,420.0,6.0,3000.0,1.0,16.0,9.0,3.0,HD,3G,1.0,0,1,1,1,0,0,0,0
1850,40.0,215.0,5.5,3100.0,3.0,32.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1406,40.0,215.0,5.0,2610.0,1.5,16.0,9.0,4.0,HD,4G,1.0,0,1,0,1,0,1,0,0
462,40.0,215.0,5.5,3000.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1840,215.0,420.0,5.5,3000.0,4.0,32.0,13.0,16.0,HD,4G,1.0,0,1,0,1,0,0,0,0
497,215.0,420.0,5.5,6000.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
1654,215.0,420.0,5.0,2260.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
1250,40.0,215.0,5.5,3000.0,4.0,64.0,13.0,2.0,FHD,4G,2.0,0,1,0,0,0,0,0,0
1865,215.0,420.0,5.0,2600.0,1.5,8.0,13.0,2.0,HD,4G,1.0,0,1,0,1,0,1,0,0
944,215.0,420.0,4.8,2300.0,1.0,8.0,9.0,2.0,qHD,3G,1.0,0,1,0,1,1,1,0,0
1378,215.0,420.0,7.0,3950.0,2.0,8.0,5.0,3.0,HD,4G,1.0,0,1,1,1,0,0,0,0
647,40.0,215.0,5.5,4010.0,4.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,0,0,0,0
1066,215.0,420.0,5.0,2500.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
1641,215.0,420.0,6.0,3000.0,1.0,16.0,9.0,3.0,HD,3G,1.0,0,1,1,1,0,0,0,0
1073,215.0,420.0,5.5,3000.0,4.0,32.0,13.0,16.0,HD,4G,1.0,0,1,0,1,0,0,0,0
1009,40.0,215.0,5.5,3000.0,2.0,16.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,0,1,0,0
1215,215.0,420.0,5.2,2600.0,3.0,32.0,17.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1292,215.0,420.0,5.5,3100.0,2.0,16.0,9.0,3.0,HD,3G,1.0,1,1,0,1,1,0,0,0
1245,40.0,215.0,5.5,2620.0,2.0,16.0,13.0,6.0,HD,4G,1.0,0,1,0,1,1,1,0,0
194,40.0,215.0,6.59,4000.0,4.0,128.0,49.0,16.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
508,40.0,215.0,5.5,3080.0,4.0,64.0,12.0,6.0,FHD,4G,2.0,0,1,0,1,1,0,0,0
1017,40.0,215.0,5.5,3260.0,2.0,16.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
450,40.0,215.0,5.0,2300.0,2.0,16.0,13.0,6.0,HD,4G,1.0,0,1,0,1,1,1,0,0
949,40.0,215.0,4.2,3000.0,3.0,32.0,3.0,9.0,FHD,4G,1.0,0,1,0,1,1,1,0,0
1253,215.0,420.0,5.3,4000.0,3.0,32.0,13.0,20.0,HD,4G,1.0,0,1,0,1,0,0,0,0
1851,40.0,215.0,5.5,3000.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
628,215.0,420.0,5.5,3000.0,4.0,32.0,13.0,16.0,HD,4G,1.0,0,1,0,1,0,0,0,0
843,215.0,420.0,4.2,1700.0,1.0,16.0,13.0,6.0,FHD,3G,1.0,0,1,0,1,0,0,0,0
1889,40.0,215.0,6.3,4035.0,4.0,64.0,49.0,16.0,FHD,4G,4.0,0,1,0,1,1,0,0,0
1220,215.0,420.0,5.7,3300.0,4.0,64.0,17.0,16.0,FHD,4G,1.0,1,1,0,1,1,1,0,0
1743,215.0,420.0,6.0,3000.0,1.0,16.0,9.0,3.0,HD,3G,1.0,0,1,1,1,0,0,0,0
1700,40.0,215.0,5.2,2450.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1452,215.0,420.0,5.5,3030.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,1,0,0
333,215.0,420.0,6.2,3500.0,3.0,32.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1761,215.0,420.0,5.0,2540.0,1.0,8.0,9.0,3.0,HD,4G,1.0,0,1,0,1,1,1,0,0
1580,215.0,420.0,5.99,3360.0,6.0,64.0,12.0,9.0,FHD,4G,2.0,0,1,0,1,1,0,0,0
271,40.0,215.0,6.59,4000.0,4.0,64.0,49.0,16.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
400,215.0,420.0,6.0,3000.0,1.0,16.0,9.0,3.0,HD,3G,1.0,0,1,1,1,0,0,0,0
1769,215.0,420.0,5.0,2540.0,1.0,8.0,9.0,3.0,HD,4G,1.0,0,1,0,1,1,1,0,0
341,215.0,420.0,4.7,1700.0,2.0,32.0,12.0,8.0,HD,4G,1.0,0,0,1,0,1,1,0,1
1237,40.0,215.0,5.0,2300.0,2.0,16.0,13.0,6.0,HD,4G,1.0,0,1,0,0,1,0,0,0
1271,40.0,215.0,5.5,2600.0,2.0,4.0,13.0,9.0,FHD,4G,1.0,0,1,1,1,0,0,0,0
704,215.0,420.0,5.5,3000.0,1.0,64.0,12.0,16.0,QHD,3G,1.0,0,1,1,0,1,1,0,1
1151,40.0,215.0,6.59,4000.0,4.0,128.0,49.0,16.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
