,misc_price_min,misc_price_max,display_size,battery,memory_ram_gb,memory_rom_gb,main_camera_resolution,selfie_camera_resolution,display_resolution,network_technology,num_main_camera,has_oled_display,has_memory_card_slot,has_stereo_speakers,has_3.5mm_jack,has_wlan_5ghz,has_nfc,has_wireless_charging,is_waterproof
762,40.0,215.0,6.21,3400.0,4.0,64.0,24.0,9.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
1445,215.0,420.0,5.2,2700.0,4.0,64.0,20.0,13.0,FHD,4G,1.0,0,1,1,1,1,1,0,1
1035,215.0,420.0,5.99,4000.0,4.0,64.0,13.0,16.0,FHD,4G,2.0,0,1,0,1,1,0,0,0
1723,40.0,215.0,5.5,3100.0,3.0,32.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1265,215.0,420.0,5.0,2500.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
133,215.0,420.0,5.0,2500.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
485,215.0,420.0,5.2,3100.0,4.0,32.0,13.0,16.0,HD,4G,1.0,0,1,0,1,0,0,0,0
105,215.0,420.0,6.2,3500.0,3.0,32.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1711,215.0,420.0,5.0,2600.0,1.5,8.0,9.0,3.0,HD,4G,1.0,1,1,0,1,0,1,0,0
388,215.0,420.0,5.2,2800.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,1,1,0,1,0,0,0,0
708,215.0,420.0,5.7,3000.0,4.0,64.0,12.0,16.0,QHD,4G,1.0,0,1,0,0,1,1,0,0
1845,40.0,215.0,5.5,3000.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
116,215.0,420.0,6.4,4050.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1344,215.0,420.0,5.1,3000.0,4.0,32.0,12.0,6.0,QHD,4G,1.0,1,1,0,1,1,1,1,1
821,40.0,215.0,6.0,4000.0,3.0,32.0,17.0,9.0,FHD,4G,2.0,0,1,0,1,1,0,0,0
473,215.0,420.0,4.2,1700.0,1.0,16.0,13.0,6.0,HD,4G,1.0,0,1,0,0,0,0,0,0
429,215.0,420.0,6.0,3000.0,1.0,16.0,9.0,3.0,HD,3G,1.0,0,1,1,1,0,0,0,0
31,40.0,215.0,6.59,4000.0,4.0,64.0,49.0,16.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
1899,215.0,420.0,6.5,4500.0,6.0,128.0,49.0,33.0,QHD,5G,4.0,1,1,0,1,1,1,0,0
33,215.0,420.0,6.26,4000.0,8.0,128.0,49.0,33.0,FHD,4G,4.0,0,0,0,0,1,1,0,0
1145,40.0,215.0,5.0,2800.0,3.0,4.0,17.0,6.0,HD,4G,1.0,0,1,0,1,1,1,0,0
595,215.0,420.0,4.7,2040.0,1.0,8.0,9.0,3.0,qHD,4G,1.0,0,1,1,1,0,1,0,0
40,40.0,215.0,6.3,4035.0,4.0,64.0,49.0,16.0,FHD,4G,4.0,0,1,0,1,1,0,0,0
1335,215.0,420.0,5.2,3100.0,3.0,32.0,13.0,13.0,FHD,4G,1.0,0,1,0,1,0,1,0,0
1183,40.0,215.0,5.5,3100.0,3.0,32.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
828,215.0,420.0,5.0,2540.0,1.0,8.0,9.0,3.0,HD,4G,1.0,0,1,0,1,1,1,0,0
1072,215.0,420.0,5.0,2600.0,1.5,8.0,9.0,3.0,HD,4G,1.0,1,1,0,1,0,1,0,0
1127,215.0,420.0,5.5,4200.0,3.0,32.0,13.0,6.0,HD,4G,1.0,0,1,0,1,0,1,0,1
1562,215.0,420.0,5.0,2540.0,1.0,8.0,9.0,3.0,HD,4G,1.0,0,1,0,1,1,1,0,0
1866,215.0,420.0,5.7,3000.0,3.0,32.0,13.0,16.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
979,215.0,420.0,5.5,6000.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
1290,215.0,420.0,4.7,2040.0,1.0,8.0,9.0,3.0,qHD,4G,1.0,0,1,1,1,0,1,0,0
839,215.0,420.0,5.5,3100.0,1.0,16.0,9.0,2.0,HD,3G,1.0,0,1,1,1,0,0,0,0
1900,40.0,215.0,6.5,4300.0,4.0,64.0,49.0,16.0,QHD,4G,4.0,0,1,0,1,1,0,0,0
1258,215.0,420.0,5.5,6000.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
1806,40.0,215.0,4.2,1700.0,1.0,4.0,3.0,2.0,qHD,3G,1.0,0,0,0,1,1,1,0,0
1291,215.0,420.0,4.2,1700.0,1.0,8.0,9.0,3.0,qHD,3G,1.0,0,0,0,1,0,0,0,1
1742,215.0,420.0,4.3,2000.0,1.0,16.0,9.0,2.0,qHD,4G,1.0,0,1,0,1,0,0,0,1
185,215.0,420.0,6.5,5000.0,3.0,64.0,12.0,9.0,FHD,4G,4.0,0,1,1,1,1,1,0,0
303,40.0,215.0,6.59,4000.0,4.0,64.0,49.0,16.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
1816,40.0,215.0,5.2,3000.0,1.0,32.0,23.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1362,40.0,215.0,5.5,3500.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
803,40.0,215.0,5.65,3100.0,3.0,32.0,12.0,9.0,FHD,4G,2.0,0,1,0,1,1,1,0,0
1797,215.0,420.0,6.0,3000.0,1.0,16.0,9.0,3.0,HD,3G,1.0,0,1,1,1,0,0,0,0
352,215.0,420.0,5.5,3000.0,4.0,32.0,13.0,16.0,HD,4G,1.0,0,1,0,1,0,0,0,0
291,215.0,420.0,5.0,2500.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
499,40.0,215.0,4.2,3000.0,1.0,32.0,3.0,9.0,FHD,4G,1.0,0,1,0,1,1,1,0,0
971,215.0,420.0,5.0,2500.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
42,215.0,420.0,5.2,3100.0,3.0,32.0,13.0,13.0,FHD,4G,1.0,0,1,0,1,0,1,0,0
1524,215.0,420.0,6.01,3250.0,4.0,64.0,12.0,13.0,FHD,4G,2.0,1,1,0,1,1,0,0,0
1391,40.0,215.0,5.3,3000.0,2.0,32.0,13.0,6.0,HD,4G,1.0,0,1,0,1,1,1,0,0
459,215.0,420.0,4.7,3000.0,1.0,16.0,9.0,3.0,qHD,4G,1.0,0,1,0,1,0,1,0,1
1504,215.0,420.0,5.0,2500.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
1877,215.0,420.0,7.0,3400.0,2.0,16.0,13.0,3.0,HD,4G,1.0,0,1,0,1,1,0,0,0
1101,40.0,215.0,4.2,2400.0,2.0,16.0,3.0,6.0,FHD,3G,1.0,0,0,0,1,0,0,0,0
249,40.0,215.0,6.3,4035.0,4.0,64.0,49.0,16.0,FHD,4G,4.0,0,0,0,1,1,0,0,0
1148,215.0,420.0,5.0,2540.0,1.0,8.0,9.0,3.0,HD,4G,1.0,0,1,0,1,1,1,0,0
1282,215.0,420.0,5.5,3000.0,4.0,32.0,13.0,16.0,HD,4G,1.0,0,1,0,1,0,0,0,0
1689,40.0,215.0,5.2,3000.0,4.0,32.0,17.0,9.0,FHD,4G,1.0,0,1,0,1,0,0,0,0
1476,40.0,215.0,5.0,2900.0,2.0,16.0,17.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
587,215.0,420.0,5.0,2500.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
443,215.0,420.0,5.1,3000.0,4.0,32.0,12.0,6.0,QHD,4G,1.0,1,1,0,1,1,1,1,1
1247,215.0,420.0,6.4,4050.0,3.0,32.0,13.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1543,215.0,420.0,5.7,3000.0,4.0,64.0,17.0,9.0,FHD,4G,1.0,1,1,0,1,0,0,0,0
1005,40.0,215.0,5.3,2880.0,2.0,32.0,13.0,6.0,HD,4G,1.0,0,1,0,1,1,1,0,0
505,40.0,215.0,5.5,3100.0,3.0,32.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1611,215.0,420.0,5.0,3260.0,3.0,64.0,13.0,6.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1058,215.0,420.0,5.5,3120.0,2.0,16.0,13.0,6.0,FHD,3G,1.0,0,1,0,1,1,0,0,0
225,215.0,420.0,6.89,4500.0,8.0,128.0,64.0,16.0,FHD,4G,3.0,1,0,0,1,1,0,0,0
1106,215.0,420.0,5.0,2540.0,1.0,8.0,9.0,3.0,HD,4G,1.0,0,1,0,1,1,1,0,0
698,215.0,420.0,4.8,2300.0,1.0,8.0,9.0,2.0,qHD,3G,1.0,0,1,0,1,1,1,0,0
351,215.0,420.0,5.5,3000.0,4.0,32.0,13.0,16.0,HD,4G,1.0,0,1,0,1,0,0,0,0
16,215.0,420.0,6.01,5000.0,4.0,64.0,17.0,16.0,FHD,4G,2.0,0,1,0,1,0,0,0,0
406,215.0,420.0,6.0,3000.0,1.0,16.0,9.0,3.0,HD,3G,1.0,0,1,1,1,0,0,0,0
162,215.0,420.0,6.47,4000.0,6.0,128.0,49.0,20.0,FHD,4G,4.0,1,1,0,0,1,0,0,0
1336,215.0,420.0,6.1,3000.0,4.0,64.0,17.0,9.0,QHD,4G,2.0,0,1,0,1,1,1,1,1
1219,40.0,215.0,5.5,3075.0,3.0,32.0,13.0,9.0,HD,4G,1.0,0,1,0,1,1,0,0,0
71,215.0,420.0,6.3,4050.0,4.0,64.0,17.0,16.0,FHD,4G,3.0,0,1,0,1,1,1,0,0
1507,215.0,420.0,6.0,3000.0,1.0,16.0,9.0,3.0,HD,3G,1.0,0,1,1,1,0,0,0,0
511,215.0,420.0,4.2,1700.0,1.0,4.0,9.0,2.0,HD,3G,1.0,0,1,0,1,0,0,0,1
703,40.0,215.0,6.3,3300.0,4.0,64.0,17.0,16.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
1893,215.0,420.0,6.38,4500.0,6.0,128.0,17.0,33.0,FHD,4G,3.0,1,1,0,1,1,1,0,0
804,215.0,420.0,5.2,3000.0,4.0,32.0,12.0,9.0,FHD,4G,1.0,0,1,0,1,1,1,0,0
619,215.0,420.0,4.7,2040.0,1.0,8.0,9.0,3.0,qHD,4G,1.0,0,1,1,1,0,1,0,0
651,215.0,420.0,5.0,2500.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
1519,215.0,420.0,5.5,3000.0,4.0,32.0,13.0,16.0,HD,4G,1.0,0,1,0,1,0,0,0,0
694,215.0,420.0,5.0,2300.0,2.0,32.0,13.0,6.0,FHD,3G,1.0,0,0,0,1,0,0,0,0
1835,215.0,420.0,5.5,3000.0,4.0,32.0,13.0,16.0,HD,4G,1.0,0,1,0,1,0,0,0,0
980,215.0,420.0,5.0,2150.0,2.0,16.0,13.0,6.0,HD,4G,1.0,1,1,0,1,0,0,0,0
1493,40.0,215.0,6.59,4000.0,4.0,64.0,17.0,16.0,FHD,4G,3.0,0,1,0,1,1,0,0,0
404,215.0,420.0,4.8,2300.0,1.0,8.0,9.0,2.0,qHD,3G,1.0,0,1,0,1,1,1,0,0
1481,40.0,215.0,6.0,3300.0,1.0,8.0,13.0,6.0,HD,4G,1.0,0,1,0,1,1,0,0,0
314,420.0,1600.0,6.28,3430.0,6.0,128.0,17.0,20.0,FHD,4G,2.0,1,1,0,1,1,1,0,1
1861,420.0,1600.0,5.5,3250.0,4.0,64.0,20.0,9.0,QHD,4G,1.0,1,1,1,1,1,1,0,0
1339,420.0,1600.0,5.8,3000.0,4.0,64.0,17.0,9.0,FHD,4G,1.0,1,1,0,1,1,1,1,1
918,420.0,1600.0,6.2,3400.0,4.0,128.0,17.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1429,420.0,1600.0,6.0,3300.0,6.0,64.0,12.0,13.0,FHD,4G,2.0,1,1,0,1,1,0,0,0
1031,420.0,1600.0,6.2,3400.0,4.0,128.0,17.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
1109,420.0,1600.0,6.2,3300.0,4.0,64.0,12.0,9.0,FHD,4G,2.0,0,1,1,1,1,1,0,0
1629,420.0,1600.0,5.5,3100.0,4.0,64.0,13.0,9.0,FHD,4G,1.0,0,0,0,1,1,0,0,0
713,420.0,1600.0,5.5,1700.0,4.0,64.0,20.0,2.0,FHD,4G,1.0,0,1,0,0,1,1,0,1
569,420.0,1600.0,5.5,3100.0,4.0,64.0,13.0,9.0,FHD,4G,1.0,0,0,0,1,1,0,0,0
114,420.0,1600.0,6.39,4000.0,8.0,256.0,49.0,16.0,FHD,4G,3.0,1,1,0,1,1,1,0,0
1890,420.0,1600.0,6.7,4000.0,8.0,256.0,49.0,33.0,QHD,4G,3.0,1,0,0,1,1,1,0,0
1818,420.0,1600.0,4.5,3450.0,3.0,32.0,13.0,3.0,FHD,4G,1.0,0,1,1,1,1,1,0,0
1310,420.0,1600.0,6.43,4000.0,6.0,64.0,17.0,20.0,FHD,4G,2.0,1,1,0,1,1,0,0,0
689,420.0,1600.0,6.2,3400.0,4.0,128.0,17.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
125,420.0,1600.0,6.7,4500.0,6.0,128.0,49.0,33.0,QHD,4G,3.0,1,1,0,0,1,1,0,0
1360,420.0,1600.0,5.8,3000.0,4.0,64.0,17.0,9.0,FHD,4G,1.0,1,1,0,1,1,1,1,1
141,420.0,1600.0,6.44,4400.0,6.0,128.0,49.0,16.0,QHD,5G,4.0,1,0,0,1,1,1,0,0
535,420.0,1600.0,4.5,3450.0,3.0,32.0,13.0,3.0,FHD,4G,1.0,0,1,1,1,1,1,0,0
218,420.0,1600.0,6.41,4500.0,8.0,128.0,49.0,13.0,FHD,4G,3.0,1,0,0,1,1,1,0,0
1545,420.0,1600.0,5.5,3100.0,4.0,64.0,13.0,9.0,FHD,4G,1.0,0,0,0,1,1,0,0,0
583,420.0,1600.0,5.0,4900.0,4.0,64.0,12.0,9.0,FHD,4G,1.0,0,1,0,1,1,1,0,1
1002,420.0,1600.0,5.5,4000.0,4.0,64.0,13.0,6.0,FHD,4G,1.0,0,0,0,1,1,1,0,0
214,420.0,1600.0,6.44,4400.0,6.0,128.0,49.0,16.0,QHD,5G,4.0,1,0,0,1,1,1,0,0
1585,420.0,1600.0,6.0,4000.0,6.0,64.0,12.0,13.0,FHD,4G,2.0,1,1,0,0,1,0,0,0
777,420.0,1600.0,5.99,4000.0,6.0,64.0,12.0,16.0,FHD,4G,2.0,0,1,0,1,1,0,1,0
1668,420.0,1600.0,5.5,4000.0,4.0,64.0,13.0,6.0,FHD,4G,1.0,0,0,0,1,1,1,0,0
748,420.0,1600.0,5.0,3240.0,4.0,64.0,13.0,6.0,FHD,4G,1.0,0,1,1,1,1,1,1,1
1691,420.0,1600.0,5.5,3100.0,4.0,64.0,13.0,9.0,FHD,4G,1.0,0,0,0,1,1,0,0,0
636,420.0,1600.0,5.5,3100.0,4.0,64.0,13.0,9.0,FHD,4G,1.0,0,0,0,1,1,0,0,0
1465,420.0,1600.0,6.2,3400.0,4.0,128.0,17.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
778,420.0,1600.0,6.43,4000.0,6.0,64.0,17.0,20.0,FHD,4G,2.0,1,1,0,1,1,0,0,0
1120,420.0,1600.0,6.28,3200.0,6.0,64.0,12.0,13.0,FHD,4G,2.0,1,1,0,1,1,0,0,0
978,420.0,1600.0,5.5,4000.0,4.0,32.0,13.0,9.0,FHD,4G,1.0,0,0,0,0,1,1,0,0
1509,420.0,1600.0,6.2,3400.0,4.0,128.0,17.0,9.0,FHD,4G,1.0,0,1,0,1,1,0,0,0
211,420.0,1600.0,6.38,4500.0,8.0,128.0,12.0,16.0,FHD,4G,3.0,1,0,0,1,1,0,0,0
1802,420.0,1600.0,4.5,3450.0,3.0,32.0,13.0,3.0,FHD,4G,1.0,0,1,1,1,1,1,0,0
1660,420.0,1600.0,6.0,3800.0,6.0,64.0,17.0,9.0,FHD,4G,1.0,0,0,0,1,1,0,0,0
615,420.0,1600.0,5.5,3100.0,4.0,64.0,13.0,9.0,FHD,4G,1.0,0,0,0,1,1,0,0,0
1870,420.0,1600.0,5.7,3000.0,4.0,32.0,17.0,6.0,QHD,4G,1.0,1,0,0,1,1,1,1,0
1425,420.0,1600.0,6.2,3300.0,4.0,64.0,12.0,9.0,FHD,4G,2.0,0,1,1,1,1,1,0,0
74,420.0,1600.0,6.43,4000.0,6.0,64.0,17.0,20.0,FHD,4G,2.0,1,1,0,1,1,0,0,0
1428,420.0,1600.0,6.4,4050.0,4.0,64.0,17.0,9.0,QHD,4G,1.0,0,1,0,1,1,0,0,0
1394,420.0,1600.0,5.7,3000.0,4.0,32.0,17.0,6.0,QHD,4G,1.0,1,0,0,1,1,1,1,0
1458,420.0,1600.0,5.0,2870.0,4.0,64.0,20.0,6.0,FHD,4G,1.0,0,1,1,0,1,1,0,1
1482,420.0,1600.0,4.5,3450.0,3.0,32.0,13.0,3.0,FHD,4G,1.0,0,1,1,1,1,1,0,0
1053,420.0,1600.0,5.7,3000.0,4.0,32.0,17.0,6.0,QHD,4G,1.0,1,0,0,1,1,1,1,0
746,420.0,1600.0,4.7,3450.0,2.0,64.0,13.0,3.0,HD,4G,1.0,0,1,1,1,1,0,1,0
1850,420.0,1600.0,5.7,3000.0,4.0,32.0,17.0,6.0,QHD,4G,1.0,1,0,0,1,1,1,1,0
1406,420.0,1600.0,4.5,3450.0,3.0,32.0,13.0,3.0,FHD,4G,1.0,0,1,1,1,1,1,0,0
462,420.0,1600.0,5.5,3100.0,4.0,64.0,13.0,9.0,FHD,4G,1.0,0,0,0,1,1,0,0,0
1250,420.0,1600.0,5.99,4000.0,6.0,64.0,12.0,16.0,FHD,4G,2.0,0,1,0,1,1,0,1,0
647,420.0,1600.0,5.5,3100.0,4.0,64.0,13.0,9.0,FHD,4G,1.0,0,0,0,1,1,0,0,0
372,420.0,1600.0,5.5,3000.0,4.0,64.0,22.0,9.0,FHD,4G,1.0,1,1,1,1,1,0,0,0
1009,420.0,1600.0,5.7,3000.0,4.0,32.0,17.0,6.0,QHD,4G,1.0,1,0,0,1,1,1,1,0
1245,420.0,1600.0,5.5,4000.0,4.0,64.0,13.0,6.0,FHD,4G,1.0,0,0,0,1,1,1,0,0
194,420.0,1600.0,6.6,4065.0,6.0,128.0,49.0,16.0,FHD,4G,3.0,1,1,0,0,1,1,0,0
508,420.0,1600.0,5.5,3100.0,4.0,64.0,13.0,9.0,FHD,4G,1.0,0,0,0,1,1,0,0,0
1017,420.0,1600.0,4.5,3450.0,3.0,32.0,13.0,3.0,FHD,4G,1.0,0,1,1,1,1,1,0,0
450,420.0,1600.0,5.5,4000.0,4.0,64.0,13.0,6.0,FHD,4G,1.0,0,0,0,1,1,1,0,0
949,420.0,1600.0,5.8,3000.0,4.0,64.0,12.0,9.0,QHD,4G,1.0,1,1,0,1,1,1,1,1
1851,420.0,1600.0,5.7,3000.0,4.0,32.0,17.0,6.0,QHD,4G,1.0,1,0,0,1,1,1,1,0
1889,420.0,1600.0,6.2,3600.0,6.0,128.0,49.0,20.0,FHD,4G,3.0,1,0,0,0,1,1,0,0
738,420.0,1600.0,5.5,3250.0,4.0,64.0,20.0,9.0,QHD,4G,1.0,1,1,1,1,1,1,0,0
1700,420.0,1600.0,6.0,4000.0,4.0,64.0,17.0,9.0,FHD,4G,1.0,1,1,0,1,1,0,0,0
271,420.0,1600.0,6.39,4000.0,8.0,256.0,49.0,16.0,FHD,4G,3.0,1,1,0,1,1,1,0,0
1237,420.0,1600.0,5.5,3100.0,4.0,64.0,13.0,9.0,FHD,4G,1.0,0,0,0,1,1,0,0,0
1271,420.0,1600.0,5.5,4070.0,4.0,64.0,17.0,9.0,FHD,4G,1.0,0,0,1,1,1,0,0,0
1151,420.0,1600.0,6.39,4000.0,8.0,256.0,49.0,16.0,FHD,4G,3.0,1,1,0,1,1,1,0,0
762,420.0,1600.0,6.4,3600.0,6.0,128.0,17.0,25.0,FHD,4G,2.0,1,1,0,1,1,1,0,1
1723,420.0,1600.0,5.5,4000.0,4.0,64.0,13.0,6.0,FHD,4G,1.0,0,0,0,1,1,1,0,0
1845,420.0,1600.0,5.5,3100.0,4.0,64.0,13.0,9.0,FHD,4G,1.0,0,0,0,1,1,0,0,0
821,420.0,1600.0,6.0,4000.0,4.0,64.0,17.0,9.0,FHD,4G,1.0,1,1,0,1,1,0,0,0
31,420.0,1600.0,6.44,4400.0,6.0,128.0,49.0,16.0,QHD,5G,4.0,1,0,0,1,1,1,0,0
1145,420.0,1600.0,5.2,3900.0,3.0,64.0,22.0,3.0,QHD,4G,1.0,1,0,0,1,1,1,1,1
40,420.0,1600.0,6.44,4400.0,6.0,128.0,49.0,16.0,QHD,5G,4.0,1,0,0,1,1,1,0,0
1183,420.0,1600.0,5.5,3100.0,3.0,64.0,13.0,3.0,FHD,4G,1.0,0,0,1,1,1,0,0,0
1900,420.0,1600.0,6.39,3500.0,8.0,128.0,49.0,33.0,FHD,4G,4.0,1,0,0,0,1,0,0,0
1806,420.0,1600.0,5.7,3000.0,4.0,32.0,17.0,6.0,QHD,4G,1.0,1,0,0,1,1,1,1,0
303,420.0,1600.0,4.2,4500.0,8.0,128.0,49.0,20.0,qHD,4G,3.0,1,1,0,1,1,0,0,0
1816,420.0,1600.0,5.0,2870.0,4.0,64.0,20.0,6.0,FHD,4G,1.0,0,1,1,0,1,1,0,1
1362,420.0,1600.0,6.0,4000.0,4.0,64.0,17.0,9.0,FHD,4G,1.0,1,1,0,1,1,0,0,0
803,420.0,1600.0,6.2,3300.0,4.0,64.0,12.0,9.0,FHD,4G,2.0,0,1,1,1,1,1,0,0
499,420.0,1600.0,6.0,4000.0,4.0,64.0,17.0,9.0,FHD,4G,1.0,1,1,0,1,1,0,0,0
1391,420.0,1600.0,5.7,3000.0,4.0,32.0,17.0,6.0,QHD,4G,1.0,1,0,0,1,1,1,1,0
1101,420.0,1600.0,4.2,4070.0,4.0,32.0,12.0,6.0,FHD,4G,1.0,0,0,0,0,0,0,0,0
249,420.0,1600.0,6.67,4700.0,6.0,128.0,64.0,20.0,QHD,5G,4.0,1,0,0,1,1,1,0,0
1689,420.0,1600.0,5.5,3250.0,4.0,64.0,20.0,9.0,QHD,4G,1.0,1,1,1,1,1,1,0,0
1476,420.0,1600.0,4.5,3450.0,3.0,32.0,13.0,3.0,FHD,4G,1.0,0,1,1,1,1,1,0,0
1005,420.0,1600.0,4.5,3450.0,3.0,32.0,13.0,3.0,FHD,4G,1.0,0,1,1,1,1,1,0,0
505,420.0,1600.0,5.5,4000.0,4.0,64.0,13.0,6.0,FHD,4G,1.0,0,0,0,1,1,1,0,0
1219,420.0,1600.0,5.5,3100.0,4.0,64.0,13.0,9.0,FHD,4G,1.0,0,0,0,1,1,0,0,0
703,420.0,1600.0,5.9,4000.0,4.0,64.0,12.0,9.0,FHD,4G,2.0,0,1,1,1,1,1,0,0
1493,420.0,1600.0,6.43,4000.0,6.0,64.0,17.0,20.0,FHD,4G,2.0,1,1,0,1,1,0,0,0
1481,420.0,1600.0,4.2,1700.0,1.0,64.0,13.0,2.0,qHD,3G,1.0,0,1,0,0,1,1,0,0
